user_id,book_id,rating
475,9303,3
513,408,5
513,1877,5
513,5051,3
516,4733,5
456,408,3
456,969,1
517,92,4
517,127,3
517,1392,4
517,546,4
516,4332,4
519,398,4
519,8611,3
519,3597,5
521,92,5
521,1392,5
531,92,4
531,1859,3
531,1099,4
535,4399,5
535,9649,1
516,479,3
516,403,4
537,9946,5
537,969,5
537,92,4
537,127,4
537,408,5
488,3071,4
537,3071,4
537,2298,5
537,7429,4
537,819,3
24,6173,4
302,1624,5
535,772,5
531,881,4
537,4597,3
542,8703,4
542,2357,3
533,582,4
546,3033,5
547,550,3
547,508,3
542,5765,3
449,9432,4
114,5327,5
503,3308,4
503,211,4
533,260,4
503,92,4
243,881,4
549,4485,4
549,1624,5
331,4487,4
331,7429,4
331,819,4
558,1303,3
561,688,5
561,1683,4
21,7198,3
566,3308,5
566,1888,5
28,5545,4
463,5327,4
463,1432,3
463,4332,4
463,1224,4
463,439,3
463,1269,3
463,3609,4
215,550,5
574,92,4
574,550,4
574,3625,5
574,1392,5
574,969,4
578,4018,4
493,92,5
126,1683,4
126,1294,3
583,5420,4
583,1272,3
580,5723,3
580,9432,3
580,398,4
511,1897,2
538,688,3
555,1235,5
239,4740,4
513,403,3
499,1877,4
585,881,4
590,1495,4
598,1401,5
603,3049,2
603,663,5
603,1392,5
603,127,3
603,969,4
603,211,3
180,479,5
603,1495,5
608,1888,5
608,1672,4
608,508,3
608,1168,4
529,758,5
289,1189,5
289,315,5
608,9204,4
607,3923,4
607,3464,3
607,1624,3
562,758,4
608,211,4
583,932,5
610,6998,3
599,92,3
607,1099,5
615,758,4
616,508,4
616,92,2
18,1294,4
539,1859,5
378,3464,3
579,9303,2
456,7372,1
562,6487,5
632,3024,4
634,398,4
634,1392,5
632,1392,3
481,8915,5
639,969,3
639,3024,4
539,3650,4
190,5483,5
190,4620,3
190,3695,5
494,1672,4
599,8064,3
190,479,5
190,546,5
190,8903,5
190,1705,5
639,688,3
529,1392,3
312,3597,2
595,8688,3
595,374,2
595,4079,3
595,4493,4
595,1272,3
498,1269,5
498,5545,4
498,1672,5
653,546,4
654,92,5
654,2298,5
654,790,5
654,127,4
656,398,5
654,1392,5
654,7372,5
654,398,4
654,508,5
657,92,3
657,408,4
656,1888,5
656,550,5
626,688,3
626,398,3
579,1432,1
579,772,3
656,2357,5
656,211,4
656,127,4
656,6274,4
658,1168,5
653,2958,3
653,5120,4
316,663,4
475,1168,3
549,1859,5
486,374,5
486,5163,5
670,92,5
675,550,5
320,956,5
320,6011,5
488,479,3
488,1168,3
488,6390,3
488,403,3
653,315,1
682,1078,5
682,92,4
682,211,5
684,688,4
684,1888,5
684,1672,5
684,1269,4
628,3026,5
412,8703,4
688,92,5
349,8915,4
349,4120,5
349,900,5
349,7923,5
624,1969,4
624,550,5
624,663,5
624,5051,3
699,92,2
349,6220,5
349,5537,5
698,1099,5
338,9078,4
349,4699,4
349,1888,5
349,758,4
698,1392,2
488,398,4
239,6046,4
643,2229,3
639,211,5
643,1272,2
349,6173,5
349,3123,3
349,9834,3
349,5420,5
349,3625,4
349,92,4
349,546,3
349,969,3
710,4684,4
712,92,4
714,7146,5
497,1154,4
497,1683,4
716,92,3
718,546,3
718,462,5
699,3625,4
699,8891,3
721,3650,5
724,9204,4
218,7715,4
726,3123,4
725,3597,4
522,1392,2
731,1269,5
731,374,3
264,4260,3
264,315,3
726,1672,5
695,211,5
695,6274,5
695,398,5
11,211,3
738,3720,4
738,403,4
738,3597,4
738,690,4
744,7187,3
744,7507,4
738,663,4
738,92,4
738,3123,4
714,1189,4
751,92,4
698,4071,4
752,3543,5
752,969,3
749,1624,5
763,546,3
763,9874,3
697,758,5
765,3342,5
759,2229,3
759,1168,4
759,7372,4
682,127,5
682,969,5
456,5978,5
456,4597,3
770,1888,4
749,4071,4
749,1973,5
750,1272,3
778,3464,3
653,772,2
653,4330,2
624,408,5
763,92,4
763,211,3
763,127,3
763,1272,4
697,1392,5
779,1168,5
779,6390,3
779,663,4
793,2439,5
802,1734,5
806,546,2
806,3033,5
806,6996,5
782,6390,3
782,1168,5
793,315,2
782,5327,5
782,6998,5
806,3543,4
782,1877,4
806,688,4
806,3071,4
806,2498,4
806,3986,3
806,4893,4
813,127,2
806,3720,5
810,5210,4
810,8033,5
810,472,5
810,3033,3
810,374,5
810,439,5
764,9874,4
764,546,4
623,3650,5
497,956,3
497,772,3
497,479,3
497,1432,3
497,3552,3
497,4733,3
497,4695,3
497,9304,3
497,3949,3
497,3720,4
497,6928,4
738,439,4
813,412,4
839,3342,4
841,508,4
841,3650,5
841,2958,5
841,5283,5
830,7142,4
830,1235,4
841,546,3
810,92,3
715,1392,4
715,1154,4
715,7187,3
839,1624,4
866,408,4
840,3650,4
840,1859,5
497,3597,3
497,7292,3
871,2229,4
871,4695,4
749,6820,3
749,900,2
875,6274,5
870,398,3
749,5210,3
311,4117,1
880,2229,2
880,5420,3
880,758,2
861,3542,5
861,3059,4
879,6274,4
896,688,3
896,398,4
896,92,3
900,474,3
900,900,5
900,408,5
900,374,3
900,439,5
900,92,5
900,2229,1
900,127,3
900,211,3
900,398,4
900,508,4
900,1888,3
903,374,5
880,1224,4
595,211,3
595,881,4
595,7910,4
595,7923,4
595,1294,4
595,127,3
595,2295,4
914,758,5
914,550,4
916,9204,4
456,2465,3
515,1877,5
900,663,5
900,6998,5
900,5327,5
769,969,3
900,3717,5
900,1314,5
900,4758,5
900,9667,5
900,2342,5
699,439,3
905,408,5
885,508,4
779,7372,2
903,508,4
929,374,5
930,1624,3
930,3342,5
879,900,1
183,398,4
183,508,4
779,4330,5
458,92,4
458,3720,3
458,772,4
458,211,3
458,127,3
458,663,4
942,4332,2
940,3071,3
940,479,2
940,1272,4
940,1734,3
897,2298,3
942,3625,3
26,2229,2
942,6220,4
26,479,3
942,5978,3
929,2357,4
929,3123,4
929,508,4
899,2357,4
899,550,4
899,9204,5
892,211,4
892,92,4
892,127,4
816,819,3
936,6880,3
932,688,1
932,1168,5
957,127,3
957,211,3
957,3543,2
957,1269,3
957,772,4
957,474,4
957,550,3
957,1154,3
957,479,3
957,1224,4
957,439,4
957,2226,4
957,5258,4
953,1734,5
953,398,5
953,3009,2
953,582,3
953,6398,5
953,2318,5
950,1392,4
933,1897,4
933,3831,4
963,9962,3
764,7869,4
462,2357,2
812,479,5
963,5210,5
968,8047,4
209,1495,3
209,472,4
209,4071,3
209,5068,4
209,1432,2
209,5537,4
209,6620,4
209,7341,3
940,1877,4
840,1272,4
963,8934,5
963,969,4
963,211,5
963,127,5
977,582,4
779,2298,4
695,1672,4
184,1495,5
515,3868,5
515,6896,5
801,2439,4
942,550,5
987,211,3
953,546,4
606,546,3
992,772,3
992,3868,3
992,6896,5
992,4880,4
992,3949,3
992,8472,3
992,479,4
992,3923,4
995,772,4
995,479,4
995,2958,5
995,3552,3
983,92,4
926,1168,3
926,2342,3
926,472,3
926,758,3
926,92,3
926,6274,3
926,550,5
926,2357,2
990,9962,5
982,3485,5
953,92,3
982,479,4
982,688,4
973,6880,3
973,4018,4
968,6998,2
1007,1234,4
1013,546,4
1012,127,5
532,92,5
1010,9078,4
699,6274,3
1010,1392,3
979,1314,3
1020,92,3
1000,663,4
1000,2298,4
1000,9962,5
1014,1314,5
1025,1859,5
218,1705,4
879,472,4
1002,1224,4
1030,398,4
1014,403,5
1014,479,4
1014,2474,5
1014,8047,4
797,2229,3
1030,8025,3
797,2465,2
979,2318,2
979,92,4
977,932,3
977,3493,4
1032,3342,5
816,7231,5
1027,1392,5
1033,5120,3
1033,1224,5
1033,5369,4
1033,7398,4
926,9946,4
1027,7292,1
1027,758,5
1038,127,5
131,315,1
1038,4740,4
1038,3308,5
1038,92,4
903,9563,4
903,9078,4
1033,1624,4
585,5027,4
903,92,3
585,2255,4
1044,412,5
1043,1734,5
954,398,3
1024,819,3
793,2318,3
413,439,4
413,878,4
413,1272,3
413,247,4
413,374,5
413,211,5
413,127,5
413,7146,5
413,5831,4
1049,1624,5
413,92,4
1030,1234,3
1055,1859,5
1032,479,3
1055,508,4
954,92,2
1063,92,4
1063,5327,4
1063,4485,3
954,9204,3
954,3609,3
1049,4485,4
1049,2342,5
1049,9667,3
954,1392,3
979,408,5
1058,211,5
1058,474,2
1058,508,2
1058,3071,2
1058,3720,3
1058,8703,3
1013,663,5
246,474,4
1074,92,4
1068,92,3
1023,5496,5
1023,1859,5
875,5978,5
957,8160,3
991,819,5
991,2732,3
1079,408,4
1076,398,3
1079,550,5
1076,127,4
56,1888,5
349,1314,5
578,546,5
1023,5283,4
981,398,4
1055,6998,3
1089,8703,1
1089,92,3
1089,2229,1
1089,6274,4
1089,508,2
221,1269,3
954,7372,2
954,7292,2
954,3597,3
926,3650,4
977,7231,5
977,7429,5
977,819,5
977,1303,5
1061,688,4
1091,3675,4
1091,92,5
816,1495,3
790,1269,2
1084,1154,5
1025,1168,5
1058,479,1
284,900,5
1003,4727,4
1003,2342,4
702,4260,1
791,472,4
481,881,5
1089,1672,5
1089,8084,4
1050,92,3
1068,7429,3
1068,7086,3
1068,819,2
1068,688,4
1068,398,3
816,7429,4
1104,1154,4
1104,92,3
1103,758,4
1063,2163,1
976,1234,4
973,479,5
639,127,3
1011,408,4
791,3675,4
702,1624,4
936,1432,4
151,92,3
151,1272,3
151,127,3
1010,663,4
542,8160,5
199,1168,3
542,1624,3
542,7917,2
1124,8000,3
1122,956,4
7,408,5
7,1969,5
1122,6620,4
1122,5537,5
1122,8915,4
1122,6220,5
1122,7923,5
1132,819,5
1132,474,4
920,2958,5
920,772,4
920,3464,5
920,9874,4
920,6204,4
920,7517,5
920,7594,4
920,92,4
920,9766,5
920,1624,5
920,6820,4
920,3342,3
920,1432,4
920,2342,4
920,819,5
920,9303,5
1030,1692,4
995,4071,5
1139,688,4
1139,1269,5
1139,1099,5
1139,573,4
1139,772,4
1139,5514,5
1144,398,3
723,508,4
1104,398,4
1110,1692,4
757,315,2
1003,1224,3
757,7292,3
1144,1692,4
757,932,5
757,3542,4
757,7547,4
690,663,3
690,1624,3
1145,758,3
1153,1099,5
1096,1272,5
749,1099,5
55,1392,4
1104,1692,2
1127,772,4
1127,2342,3
1127,1432,3
1127,6820,3
1135,92,4
1150,3650,4
1150,819,5
1011,92,4
1166,127,4
1127,969,3
1162,4597,4
1162,4733,3
1150,688,4
1135,819,3
1162,8011,3
1150,772,3
1148,92,3
978,508,3
757,7372,3
1046,2298,5
1046,398,5
1175,3597,4
1175,1168,3
1175,2958,3
1175,5283,3
1135,1888,4
1176,8433,5
1176,3071,5
1179,1672,5
912,398,5
912,790,5
1178,3464,5
1179,398,3
1179,688,4
1179,408,3
1179,92,5
1178,2342,3
912,2505,3
1183,8915,4
1184,1859,4
1115,2175,3
1180,7669,4
1180,1099,5
1188,881,5
1188,7910,3
1188,7923,4
698,881,4
1159,8703,5
1160,398,5
1103,1269,5
623,6820,4
11,688,3
1196,398,5
1196,1272,5
1196,688,4
1196,758,4
1196,408,4
1196,881,4
1196,3597,4
1196,6204,4
1191,1272,3
1204,663,5
1204,7151,5
1115,3071,4
1206,4341,4
1206,1099,4
1209,744,5
1209,719,4
1200,1269,4
1209,8903,2
1209,3625,4
1209,1303,2
1209,92,3
1147,92,3
1147,211,4
1147,508,4
1147,127,4
1147,6620,5
1147,546,3
1166,3986,4
1164,546,4
1162,772,4
1162,3868,4
1162,6896,4
1162,4330,3
1162,479,4
1162,2732,3
1162,3552,4
1135,690,3
1162,7429,2
1044,1897,5
1044,3831,5
1033,4744,3
987,6820,4
1220,878,3
1173,1168,3
452,1672,4
452,2229,3
452,5995,5
1220,398,3
1034,1392,4
1220,881,5
1214,374,5
1214,969,5
1214,663,4
1214,474,4
1214,247,3
1214,1432,3
1220,211,5
1217,7292,3
1217,7372,4
1217,479,3
1232,546,5
366,688,3
366,2298,4
366,1624,4
1232,398,4
1232,1168,4
1232,6390,3
1209,1189,2
1159,374,4
226,127,4
226,374,4
226,398,3
226,92,4
226,2958,5
226,881,5
226,479,4
226,4018,2
1220,9432,5
1209,956,3
1178,2934,4
1189,3650,5
1219,8160,5
1096,508,4
1096,408,5
1096,758,4
1217,688,5
246,1294,4
1160,374,5
1246,408,3
1250,9032,5
1252,2357,5
1252,550,5
1042,2439,4
1115,439,3
1115,5027,4
1115,900,4
1115,1235,4
1115,819,2
1149,1516,5
1246,2342,4
1246,9667,3
1246,663,5
1246,772,1
1246,3868,1
1246,3342,5
702,5327,3
869,2229,5
1251,6274,5
1251,92,4
1251,3464,3
1251,408,3
717,127,4
757,1392,4
1261,870,5
1261,408,2
940,4330,3
1251,3123,3
773,315,4
1261,663,5
1261,92,3
1023,1401,5
1115,870,4
976,688,2
1211,3493,4
1211,6348,2
1285,1683,4
1285,1154,4
1285,92,3
1285,211,3
1285,3597,2
1285,7292,2
1286,1224,4
1285,3464,4
1286,3717,1
1286,1432,2
1286,4684,5
1286,663,4
1286,6928,4
1135,1392,2
1286,479,1
1286,474,4
1291,92,4
70,8403,5
1102,92,2
1286,9204,4
1261,1877,4
1286,408,4
1291,688,3
1291,408,3
1286,5537,4
1176,690,3
1176,408,3
1176,9204,3
1253,8867,5
1176,2732,4
690,479,3
690,5327,3
789,1269,5
1304,92,3
954,5514,3
1176,5978,2
1305,3123,4
1305,2298,3
1305,546,3
1305,3785,3
1305,1224,3
1306,2298,3
1296,1401,5
746,1168,4
579,1294,2
531,1888,4
884,5283,3
1244,772,5
1176,92,3
916,2229,2
916,881,5
896,790,4
1310,790,5
1311,2439,4
1220,127,4
1311,550,5
879,2934,4
1235,2255,4
1276,1154,5
1276,127,4
155,7198,2
1270,5120,4
1270,9946,3
404,5283,5
404,8011,5
404,1967,3
307,398,5
936,4270,4
1321,881,3
1321,7923,4
1323,398,4
1323,439,3
1258,3597,4
1234,4079,2
1234,374,3
1325,374,5
957,8623,3
1326,881,2
1311,374,5
1326,819,3
1262,582,5
1321,1392,3
1321,8867,4
1335,819,2
1335,398,3
1321,819,2
525,550,4
1340,92,5
1325,881,5
542,881,3
1346,408,5
1346,6880,4
1346,5327,4
1346,1859,5
1350,479,5
1346,127,3
69,9204,5
1350,1432,5
1350,772,4
978,408,4
1358,92,5
1358,211,5
1358,127,5
936,5210,4
1350,969,4
1335,4880,3
1335,3868,5
1335,7723,4
1083,508,4
1354,1168,5
1354,6390,4
1354,479,5
1354,1432,4
1354,772,5
1354,6173,4
1354,1384,4
1354,969,4
1354,4487,4
1321,92,4
1258,1432,4
1144,758,2
765,508,4
765,408,2
1343,6274,4
1083,398,4
1083,408,4
1083,2298,4
1083,1432,4
1366,374,3
515,5283,5
765,439,4
765,398,3
1270,398,4
1270,688,3
1234,315,1
1131,2357,2
1362,408,3
1131,3464,4
1254,790,4
1285,758,4
1281,1168,3
80,4485,1
80,1624,2
1309,582,2
1183,2958,4
1309,3831,5
1005,688,5
525,969,4
1131,3024,5
896,550,4
1276,92,5
1276,508,3
1276,398,4
1276,6274,5
1276,688,3
1366,1495,4
1334,408,4
1381,398,5
1381,772,4
1381,439,5
1381,3696,5
1381,4119,5
462,881,5
1381,1303,3
1381,508,5
1281,573,2
603,408,3
603,3986,4
1002,6274,3
1002,1269,2
1002,870,3
1395,92,4
1395,969,5
1392,408,3
936,5120,1
1395,5120,4
1395,398,4
1392,6820,5
936,8025,4
1259,5283,5
1259,7151,4
1259,5369,4
1259,819,4
1259,4597,4
1259,663,5
1259,3868,2
1259,1432,4
1259,403,4
1390,663,3
298,398,4
891,4398,4
1400,92,5
1400,398,5
1406,1865,3
1409,3650,5
1403,127,4
1403,211,2
1390,870,4
1374,398,3
1374,772,5
1374,3868,5
1374,6896,5
302,374,5
1412,900,4
1412,92,4
1400,6996,4
1421,4120,4
1421,1392,5
1421,6219,4
1406,315,3
1131,546,4
1411,92,5
222,92,4
1023,1888,4
1415,1692,3
190,4684,4
190,4699,5
190,5027,5
190,582,4
190,2318,4
190,5495,5
190,211,3
190,6928,4
190,900,4
190,8375,4
1352,92,4
1352,2163,4
1352,546,3
1352,508,4
1352,690,4
1402,690,3
1444,2732,2
1444,3868,4
1444,1877,4
1444,1272,4
1096,546,2
1441,7187,4
1002,2163,3
1412,374,5
1430,1234,3
1430,5545,5
1430,550,5
1159,3650,4
1448,92,3
1448,1269,5
1411,508,5
1411,127,2
1368,573,2
1368,472,3
1453,92,5
1453,2229,1
1453,408,2
1453,398,5
1453,758,4
1453,688,5
1453,1272,5
1453,3208,5
1456,1384,4
1456,2465,5
1456,550,4
1456,127,4
1456,408,5
1456,398,5
1456,1078,4
1456,479,3
1456,546,3
1456,439,4
1456,508,3
1240,1624,5
190,5210,5
1459,1392,4
1459,398,4
1459,92,4
1459,127,4
1459,211,5
1441,9032,3
1459,1888,2
1083,3485,5
1465,6225,3
1460,8930,4
1460,374,4
1460,5514,5
494,508,3
731,956,5
1406,472,4
1406,247,2
1434,819,2
410,1294,2
1478,315,1
1449,92,4
1478,819,2
1478,3675,4
1478,92,4
1449,211,3
1449,127,4
1403,508,5
1413,9962,4
1488,1897,5
498,3785,5
1489,7778,4
1489,6156,5
1489,4727,5
1489,6173,5
1489,772,5
1449,508,3
1478,4071,4
1495,2295,3
1497,2465,3
1499,127,2
1083,790,5
1456,663,4
822,1495,4
1503,9962,1
1489,1235,5
1489,2226,5
1489,6857,5
1489,8623,5
1489,4661,5
1504,546,4
636,690,4
1489,4880,5
1489,3868,5
1489,3949,4
1489,479,3
1489,403,4
1489,1099,3
1489,398,4
1489,1432,4
355,4260,4
355,8403,4
355,315,5
355,878,5
355,2934,4
839,474,4
1083,663,5
1489,956,4
1489,7517,4
1489,7594,4
907,479,3
333,315,4
1489,9732,4
1506,92,3
428,1495,4
1449,688,4
1511,6348,4
1507,3650,3
916,92,3
1403,1926,5
1520,1272,5
156,1683,5
156,3308,4
156,4740,4
1523,2255,4
1526,1973,4
1510,688,5
1526,479,4
1526,772,4
1526,1099,4
1499,2465,3
1529,550,5
1529,2357,4
1447,3650,5
1478,3868,2
1506,1495,3
1526,4485,5
1537,550,5
778,7372,3
1541,92,5
1541,4908,5
1542,7946,3
1290,2439,3
1087,3831,5
1545,127,4
1523,1269,4
1545,1926,4
1545,1392,4
1549,127,3
1550,688,3
1550,508,5
1555,8688,3
1555,474,5
1555,900,5
1555,4120,5
1555,439,5
1549,1601,4
1555,688,5
1549,1672,3
1476,92,4
1476,127,4
1476,211,3
1549,819,4
1555,398,5
1555,1392,1
1555,4620,3
1560,758,5
1560,1495,5
1526,403,3
1555,92,4
1560,6285,5
1560,4487,5
1528,508,3
1528,9204,4
1528,92,3
1528,412,3
1572,127,3
1572,211,4
1528,127,5
1528,211,3
1528,688,4
1518,508,5
1581,1294,4
1578,3208,4
1523,1601,4
1510,969,3
1510,4758,4
1558,398,4
1590,550,4
1565,1269,4
1545,1272,5
1597,688,3
1600,546,3
1308,1401,5
907,3552,4
1541,582,4
1541,3493,3
1604,9874,3
1368,4260,2
1583,472,5
1595,3720,3
1595,546,4
1595,479,2
1595,1432,3
1595,969,1
1595,92,4
1595,1384,4
1478,3597,4
1578,1269,5
7,1168,1
1614,550,5
1614,2357,4
1381,688,5
1608,1888,5
1608,546,3
981,6896,5
1595,1269,3
1504,408,5
1504,1272,3
1504,772,3
1504,1432,3
1504,1168,4
1297,1601,4
1626,3342,5
1297,1992,4
1478,772,3
1612,688,4
1315,9946,3
1612,819,5
1626,3493,1
1626,3868,4
1626,772,2
1626,8011,4
1626,4727,3
1626,9667,4
1626,2342,4
1595,1969,3
1595,408,3
1595,5051,3
1595,2295,4
1630,1432,3
1614,663,4
1614,408,3
1612,6156,4
1612,1973,3
1612,2229,4
1563,6274,4
1472,1624,4
1465,3552,3
636,7429,5
1604,92,2
1485,546,5
1485,2732,4
1485,508,4
1501,1272,5
1537,1672,4
1537,4079,4
1537,2253,3
1414,690,3
1414,9554,4
1414,1888,5
1642,1734,5
1642,260,4
1642,2310,5
184,8703,5
1642,1272,5
1616,408,5
1616,663,5
1616,479,3
1616,6820,2
1616,772,3
1616,9962,3
1647,9946,4
907,6998,5
907,6225,4
907,3717,4
1551,508,5
1572,1303,4
1581,663,4
1561,1154,4
242,5269,5
1607,479,4
1581,508,4
1607,1432,3
1661,508,4
1671,127,3
1671,92,3
1612,92,2
1541,127,4
1561,1272,1
1561,1392,2
942,3123,3
1604,127,2
1604,439,4
1488,3831,5
1488,4404,3
1161,1154,4
1630,479,3
1590,9078,5
1590,1969,3
1530,412,4
1666,3597,5
1614,92,2
1271,9946,5
1680,688,5
1681,2229,4
1681,508,4
124,2465,4
1396,1624,4
1396,3342,4
1586,9554,4
1149,4398,4
1541,772,5
1541,479,5
1695,374,3
1696,1272,4
1696,1303,3
1696,546,4
1696,7142,4
1604,582,5
1604,1189,5
1698,92,5
1604,3493,4
1686,1154,5
1555,550,5
1696,92,4
1528,398,4
683,1692,1
1710,663,4
1420,9667,4
636,1432,3
636,5978,4
1420,8011,3
636,7231,5
1705,92,4
636,5283,5
636,4727,3
636,9078,3
1696,127,4
1689,1877,4
1689,211,4
1689,127,4
